LemonEntry,partOfSpeech,gender,writtenFormNominative(singular),writtenFormNominative (plural),writtenFormSingular (accusative),writtenFormSingular (dative),writtenFormSingular (genetive),preposition,SyntacticFrame,copulativeArg,prepositionalAdjunct,sense,reference,domain,range
Einsatz,noun,m,Einsatz,Einsätze,Einsätzen,Einsatz,Einsatzes,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Star,noun,m,Star,Stare,Stare,Stare,Stars,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person	,http://dbpedia.org/ontology/Country  
November,noun,m,November,November,November,November,Novembers,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person	,http://dbpedia.org/ontology/Country  
Eisbär,noun,m,Eisbär,Eisbären,Eisbären,Eisbären,Eisbären,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Los,noun,n,Los,Lose,Losen,Los,Loses,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person	,http://dbpedia.org/ontology/Country  
Mark,noun,f, Mark,Mark, Mark, Mark, Marken,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Klub,noun,m,Klub,Klubs,Klub,Klub,Klubs,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Silbermedaille,noun,f,Silbermedaille,Silbermedaillen,Silbermedaille,Silbermedaille,Silbermedaille,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person	,http://dbpedia.org/ontology/Country  
Mannschaftskapitän,noun,m,Mannschaftskapitän,Mannschaftskapitäne,Mannschaftskapitän,Mannschaftskapitän,Mannschaftskapitäns,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
King,noun,m,King,Kings,Kings,Kings,King,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person	,http://dbpedia.org/ontology/Country  
Eishockeyspielerin,noun,f,Eishockeyspielerin,Eishockeyspielerinnen,Eishockeyspielerin,Eishockeyspielerin,Eishockeyspielerin,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person	,http://dbpedia.org/ontology/Country  
April,noun,m,April,Aprile,Aprilen,Aprile,April,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person	,http://dbpedia.org/ontology/Country  
Maine,noun,n,Maine,—,—,—,Maine,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person	,http://dbpedia.org/ontology/Country  
Verteidiger,noun,m,Verteidiger,Verteidiger,Verteidiger,Verteidiger,Verteidigers,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person	,http://dbpedia.org/ontology/Country  
Premier,noun,m,Premier,Premiers,Premier,Premier,Premiers,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person	,http://dbpedia.org/ontology/Country  
August,noun,m,August,Auguste,Auguste,Auguste,Augusts,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person	,http://dbpedia.org/ontology/Country  
Manager,noun,m,Manager,Manager,Manager,Manager,Managers,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Mannschaft,noun,f,Mannschaft,Mannschaften,Mannschaft,Mannschaft,Mannschaft,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Center,noun,n,Center,Center,Center,Center,Centers,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person	,http://dbpedia.org/ontology/Country  
Elite,noun,f,Elite,Eliten,Elite,Elite,Elite,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
September,noun,m,September,September,Septembern,September,September,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person	,http://dbpedia.org/ontology/Country  
Bundesliga,noun,f,Bundesliga,Bundesligen,Bundesliga,Bundesliga,Bundesliga,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Spielklasse,noun,f,Spielklasse,Spielklassen,Spielklasse,Spielklasse,Spielklasse,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Augsburger,noun,m,Augsburger,Augsburger,Augsburger,Augsburger,Augsburgers,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Stürmer,noun,m,Stürmer,Stürmer,Stürmer,Stürmer,Stürmers,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
General,noun,m,General,Generale,General,Generale,Generäle,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Kevin,noun,Kevin,Kevine,Kevins,Kevinen,Kevins,Kevins,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Patrick,noun,Patrick,Patricke,Patricks,Patricken,Patricks,Patricks,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person	,http://dbpedia.org/ontology/Country  
Cup,noun,m,Cup,Cups,Cup,Cup,Cups,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person	,http://dbpedia.org/ontology/Country  
Senator,noun,m,Senator,Senatoren,Senator,Senator,Senators,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person	,http://dbpedia.org/ontology/Country  
Abstammung,noun,f,Abstammung,Abstammungen,Abstammung,Abstammung,Abstammung,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Februar,noun,m,Februar,Februare,Februaren,Februare,Februar,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person	,http://dbpedia.org/ontology/Country  
Bank,noun,f,Bank,Bänke,Bank,Bank,Bank,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Gewinn,noun,m,Gewinn,Gewinne,Gewinne,Gewinne,Gewinnes,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person	,http://dbpedia.org/ontology/Country  
Sommer,noun,m,Sommer,Sommer,Sommer,Sommer,Sommers,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Tampere,noun,Tampere,,Tampereen,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Serie,noun,f,Serie,Serien,Serie,Serie,Serie,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
ICE,noun,m,ICE,ICE,ICEs,ICEs,ICEs,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Herkunft,noun,f,Herkunft,Herkünfte,Herkunft,Herkunft,Herkunft,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Division,noun,f,Division,Divisionen,Division,Division,Division,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Eis,noun,n,Eis,—,—,Eis,Eises,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Beach,noun,m,f,Beach,Beaches,Beaches,Beach,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person	,http://dbpedia.org/ontology/Country  
Chris,noun,Chris,Chris,Chris’,Chris,Chris,Chris,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person	,http://dbpedia.org/ontology/Country  
Laufbahn,noun,f,Laufbahn,Laufbahnen,Laufbahn,Laufbahn,Laufbahn,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person	,http://dbpedia.org/ontology/Country  
Ann,noun,Ann,Ann,Anns,Annen,Anns,Anns,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person	,http://dbpedia.org/ontology/Country  
Bear,noun,m,Bear,Bears,Bear,Bear,Bears,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person	,http://dbpedia.org/ontology/Country  
Lake,noun,f,Lake,Laken,Lake,Lake,Lake,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person	,http://dbpedia.org/ontology/Country  
Pinyin,noun,n,Pinyin,—,Pinyin,Pinyin,Pinyin,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
USA,noun,x,—,USA,—,—,—,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Einsatz,noun,m,Einsatz,Einsätze,Einsätzen,Einsatz,Einsatzes,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person	,http://dbpedia.org/ontology/Country  
Nationalspieler,noun,m,Nationalspieler,Nationalspieler,Nationalspieler,Nationalspieler,Nationalspielers,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Abstammung,noun,f,Abstammung,Abstammungen,Abstammung,Abstammung,Abstammung,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person	,http://dbpedia.org/ontology/Country  
Nova,noun,f,Nova,Novae,Nova,Nova,Nova,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Dienst,noun,m,Dienst,Dienste,Dienste,Dienste,Diensts,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person	,http://dbpedia.org/ontology/Country  
Atlanta,noun,Atlanta,Atlantas,Atlantas,Atlantas,Atlantas,Atlantas,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person	,http://dbpedia.org/ontology/Country  
Flügelstürmer,noun,m,Flügelstürmer,Flügelstürmer,Flügelstürmer,Flügelstürmer,Flügelstürmers,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person	,http://dbpedia.org/ontology/Country  
David,noun,David,Davide,Davids,Daviden,Davids,Davids,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person	,http://dbpedia.org/ontology/Country  
Joseph,noun,Joseph,Josephe,Josephs,Josephen,Josephs,Josephs,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person	,http://dbpedia.org/ontology/Country  
Norden,noun,m,Norden,—,Norden,Norden,Nordens,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Hall,noun,m,Hall,Halle,Halle,Halle,Halls,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person	,http://dbpedia.org/ontology/Country  
Sieg,noun,m,Sieg,Siege,Siege,Siege,Siegs,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person	,http://dbpedia.org/ontology/Country  
Spielzeit,noun,f,Spielzeit,Spielzeiten,Spielzeit,Spielzeit,Spielzeit,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Verdienst,noun,m,Verdienst,Verdienste,Verdienste,Verdienste,Verdiensts,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person	,http://dbpedia.org/ontology/Country  
Pointe,noun,f,Pointe,Pointen,Pointe,Pointe,Pointe,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person	,http://dbpedia.org/ontology/Country  
Cloud,noun,f,Cloud,Clouds,Cloud,Cloud,Cloud,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person	,http://dbpedia.org/ontology/Country  
Team,noun,n,Team,Teams,Team,Team,Teams,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person	,http://dbpedia.org/ontology/Country  
Jet,noun,m,Jet,Jets,Jet,Jet,Jets,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person	,http://dbpedia.org/ontology/Country  
Scout,noun,m,Scout,Scouts,Scout,Scout,Scouts,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Kevin,noun,Kevin,Kevine,Kevins,Kevinen,Kevins,Kevins,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person	,http://dbpedia.org/ontology/Country  
Regina,noun,Regina,Reginas,Reginen,Reginas,Reginen,Reginas,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Turku,noun,Turku,,Turun,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Cousin,noun,m,Cousin,Cousins,Cousin,Cousin,Cousins,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Pinguin,noun,m,Pinguin,Pinguine,Pinguin,Pinguin,Pinguins,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Steven,noun,m,Steven,Steven,Steven,Steven,Stevens,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Folge,noun,f,Folge,Folgen,Folge,Folge,Folge,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Fort,noun,n,Fort,Forts,Fort,Fort,Forts,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Kapitän,noun,m,Kapitän,Kapitäne,Kapitän,Kapitän,Kapitäns,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Panther,noun,m,Panther,Panther,Panther,Panther,Panthers,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Mark,noun,f, Mark,Mark, Mark, Mark, Marken,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person	,http://dbpedia.org/ontology/Country  
Adam,noun,Adam,Adame,Adams,Adamen,Adams,Adams,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Espoo,noun,Espoo,,Espoon,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Cheftrainer,noun,m,Cheftrainer,Cheftrainer,Cheftrainer,Cheftrainer,Cheftrainers,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person	,http://dbpedia.org/ontology/Country  
Bronzemedaille,noun,f,Bronzemedaille,Bronzemedaillen,Bronzemedaille,Bronzemedaille,Bronzemedaille,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person	,http://dbpedia.org/ontology/Country  
Chris,noun,Chris,Chris,Chris’,Chris,Chris,Chris,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Ronald,noun,Ronald,Ronalde,Ronalds,Ronalden,Ronalds,Ronalds,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Western,noun,m,Western,Western,Western,Western,Western,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Augsburger,noun,m,Augsburger,Augsburger,Augsburger,Augsburger,Augsburgers,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person	,http://dbpedia.org/ontology/Country  
Hai,noun,m,Hai,Haie,Haie,Haie,Hais,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Oulu,noun,Oulu,,Oulun,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Park,noun,m, Park, Parks, Parks,Parks,Parke,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person	,http://dbpedia.org/ontology/Country  
Jonathan,noun,Jonathan,Jonathans,Jonathans,Jonathans,Jonathans,Jonathans,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Lokomotive,noun,f,Lokomotive,Lokomotiven,Lokomotive,Lokomotive,Lokomotive,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
